Comment,Designator,Footprint,LCSC
INA219BxD,U4,SOIC-8_3.9x4.9mm_P1.27mm,C138706
0.1uF,"C1,C5,C6",C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,C14663
10uF,"C3,C4",C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,C15850
33ohm,R1,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,C23140
10K,"R3,R4",R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,C25804
Test,SW1,SW_Push_1P1T_NO_6x6mm_H9.5mm,C2834918
0.1 OHM 2W,R2,R_2512_6332Metric_Pad1.40x3.35mm_HandSolder,C2903476
AMS1117-5.0,U3,SOT-223-3_TabPin2,C6187
74AHCT1G125,U1,TSOP-5_1.65x3.05mm_P0.95mm,C7484
