Comment,Designator,Footprint,LCSC
100,"R1,R10,R11,R12,R13,R14,R15,R16,R2,R3,R4,R5,R6,R7,R8,R9",R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,C17408
In,J2,IDC-Header_2x20_P2.54mm_Vertical,C9138
